iteracao1: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao1: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao1: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao1: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao1: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao2: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao2: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao2: -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao2: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao2: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao2: -1.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao2: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao2: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao2: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao2: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao2: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao2: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao2: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao2: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao2: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao2: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao2: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao2: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao2: -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao2: -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 
iteracao2: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao3: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao3: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao3: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao3: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao3: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao3: -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 
iteracao3: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao3: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao3: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao3: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao3: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao3: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao3: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao3: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao3: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao3: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao3: -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao3: -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao3: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao3: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao3: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 
iteracao4: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao4: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao4: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao4: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao4: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao4: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao4: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao4: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao4: -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao4: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao4: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao4: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao4: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao4: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao4: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao4: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao4: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao4: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao4: -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao4: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao4: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao5: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao5: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao5: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao5: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao5: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao5: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao5: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao5: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao5: -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao5: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao5: -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao5: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao5: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao5: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao5: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao5: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao5: -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao5: -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao5: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao5: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao5: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao6: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao6: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao6: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao6: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao6: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao6: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao6: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao6: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao6: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao6: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao6: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao6: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao6: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao6: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao6: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao6: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao6: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao6: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao6: -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao6: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao6: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao7: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao7: -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao7: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao7: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao7: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao7: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao7: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 
iteracao7: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao7: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao7: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao7: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao7: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao7: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao7: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao7: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao7: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao7: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao7: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao7: -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao7: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao7: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao8: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao8: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao8: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao8: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao8: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao8: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao8: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao8: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao8: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao8: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao8: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao8: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao8: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao8: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao8: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao8: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao8: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao8: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao8: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao8: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao8: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao9: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao9: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao9: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao9: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao9: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao9: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao9: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao9: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao9: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao9: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao9: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao9: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao9: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao9: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
iteracao9: 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao9: -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao9: -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 
iteracao9: -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 
iteracao9: -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 
iteracao9: -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 
iteracao9: -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 
